"","precinct","AlexanderHernandez","AlexanderHernandez_AbsenteebyMail","AlexanderHernandez_AdvanceinPerson","AlexanderHernandez_ElectionDay","AlexanderHernandez_Provisional","AmyKremer","AmyKremer_AbsenteebyMail","AmyKremer_AdvanceinPerson","AmyKremer_ElectionDay","AmyKremer_Provisional","AndrePollard","AndrePollard_AbsenteebyMail","AndrePollard_AdvanceinPerson","AndrePollard_ElectionDay","AndrePollard_Provisional","BobGray","BobGray_AbsenteebyMail","BobGray_AdvanceinPerson","BobGray_ElectionDay","BobGray_Provisional","BruceLevell","BruceLevell_AbsenteebyMail","BruceLevell_AdvanceinPerson","BruceLevell_ElectionDay","BruceLevell_Provisional","DEM","DEM_AbsenteebyMail","DEM_AdvanceinPerson","DEM_ElectionDay","DEM_Provisional","DanMoody","DanMoody_AbsenteebyMail","DanMoody_AdvanceinPerson","DanMoody_ElectionDay","DanMoody_Provisional","DavidAbroms","DavidAbroms_AbsenteebyMail","DavidAbroms_AdvanceinPerson","DavidAbroms_ElectionDay","DavidAbroms_Provisional","IND","IND_AbsenteebyMail","IND_AdvanceinPerson","IND_ElectionDay","IND_Provisional","JonOssoff","JonOssoff_AbsenteebyMail","JonOssoff_AdvanceinPerson","JonOssoff_ElectionDay","JonOssoff_Provisional","JudsonHill","JudsonHill_AbsenteebyMail","JudsonHill_AdvanceinPerson","JudsonHill_ElectionDay","JudsonHill_Provisional","KarenHandel","KarenHandel_AbsenteebyMail","KarenHandel_AdvanceinPerson","KarenHandel_ElectionDay","KarenHandel_Provisional","KeithGrawert","KeithGrawert_AbsenteebyMail","KeithGrawert_AdvanceinPerson","KeithGrawert_ElectionDay","KeithGrawert_Provisional","KurtWilson","KurtWilson_AbsenteebyMail","KurtWilson_AdvanceinPerson","KurtWilson_ElectionDay","KurtWilson_Provisional","MohammadAliBhuiyan","MohammadAliBhuiyan_AbsenteebyMail","MohammadAliBhuiyan_AdvanceinPerson","MohammadAliBhuiyan_ElectionDay","MohammadAliBhuiyan_Provisional","REP","REP_AbsenteebyMail","REP_AdvanceinPerson","REP_ElectionDay","REP_Provisional","RaginEdwards","RaginEdwards_AbsenteebyMail","RaginEdwards_AdvanceinPerson","RaginEdwards_ElectionDay","RaginEdwards_Provisional","RebeccaQuigg","RebeccaQuigg_AbsenteebyMail","RebeccaQuigg_AdvanceinPerson","RebeccaQuigg_ElectionDay","RebeccaQuigg_Provisional","RichardKeatley","RichardKeatley_AbsenteebyMail","RichardKeatley_AdvanceinPerson","RichardKeatley_ElectionDay","RichardKeatley_Provisional","RonSlotin","RonSlotin_AbsenteebyMail","RonSlotin_AdvanceinPerson","RonSlotin_ElectionDay","RonSlotin_Provisional","WilliamLlop","WilliamLlop_AbsenteebyMail","WilliamLlop_AdvanceinPerson","WilliamLlop_ElectionDay","WilliamLlop_Provisional","ballotsCast","totalVoters","COUNTY","PRECINCTS","IDRV","DRV","BC_TV","IDRV_BC","IDRV_TV","DRV_BC","DRV_TV","DEM_IDRV","DEM_DRV","DEM_BC","DEM_TV","REP_IDRV","REP_DRV","REP_BC","REP_TV","DPW","RPW","IPW"
"36","Post Oak 01",1,0,0,1,0,3,0,0,3,0,2,0,0,2,0,233,7,12,214,0,3,0,0,3,0,564,45,101,416,2,163,5,6,152,0,17,0,1,16,0,3,0,0,3,0,554,45,98,409,2,275,2,23,249,1,375,7,27,341,0,4,0,0,4,0,29,0,1,27,1,4,0,0,4,0,1108,21,70,1015,2,3,0,0,3,0,0,0,0,0,0,1,0,0,1,0,6,0,3,3,0,2,0,0,2,0,1678,3286,"Cobb",1,1675,1672,51.065124771759,99.8212157330155,50.9738283627511,99.642431466031,50.8825319537432,33.6716417910448,33.7320574162679,33.611442193087,17.1637248934875,66.1492537313433,66.2679425837321,66.030989272944,33.7188070602556,0,0,0
"37","Powers Ferry 01",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,5,0,0,0,0,0,0,28,1,2,25,0,2,0,2,0,0,2,0,0,2,0,0,0,0,0,0,28,1,2,25,0,0,0,0,0,0,8,0,2,6,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,19,0,5,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,142,"Cobb",1,47,47,33.0985915492958,100,33.0985915492958,100,33.0985915492958,59.5744680851064,59.5744680851064,59.5744680851064,19.7183098591549,40.4255319148936,40.4255319148936,40.4255319148936,13.3802816901408,0,0,0
"38","Rocky Mount 01",1,0,0,1,0,9,0,0,9,0,1,0,0,1,0,203,3,11,189,0,0,0,0,0,0,539,32,87,419,1,97,2,12,83,0,14,0,0,14,0,2,0,0,2,0,532,32,85,414,1,208,0,18,190,0,296,1,17,278,0,3,0,0,3,0,13,0,0,13,0,1,0,0,1,0,848,6,58,784,0,3,0,1,2,0,2,0,1,1,0,1,0,0,1,0,1,0,0,1,0,4,0,0,4,0,1389,2968,"Cobb",1,1389,1387,46.7991913746631,100,46.7991913746631,99.8560115190785,46.7318059299191,38.8048956083513,38.8608507570296,38.8048956083513,18.1603773584906,61.0511159107271,61.1391492429704,61.0511159107271,28.5714285714286,0,0,0
"39","Roswell 01",0,0,0,0,0,7,1,0,6,0,0,0,0,0,0,303,6,53,244,0,2,0,0,2,0,1120,93,358,667,2,165,11,33,121,0,18,0,7,11,0,0,0,0,0,0,1106,90,354,660,2,546,12,89,444,1,561,11,78,471,1,3,0,1,2,0,26,0,1,25,0,4,0,0,4,0,1639,41,262,1334,2,5,0,1,4,0,2,0,1,1,0,1,0,1,0,0,6,3,1,2,0,4,0,0,4,0,2761,4948,"Cobb",1,2759,2759,55.8003233629749,99.9275624773633,55.7599029911075,99.9275624773633,55.7599029911075,40.5944182674882,40.5944182674882,40.5650126765665,22.6354082457559,59.4055817325118,59.4055817325118,59.3625498007968,33.1244947453517,0,0,0
"40","Roswell 02",1,1,0,0,0,3,0,0,3,0,1,0,0,1,0,180,0,17,163,0,3,0,1,2,0,745,83,171,488,3,126,5,25,95,1,15,1,0,14,0,2,1,0,1,0,731,82,167,479,3,411,13,51,346,1,334,5,29,300,0,0,0,0,0,0,25,0,2,23,0,5,0,1,4,0,1102,24,126,950,2,4,0,2,2,0,3,0,2,1,0,2,1,0,1,0,5,0,0,5,0,0,0,0,0,0,1851,3366,"Cobb",1,1849,1847,54.9910873440285,99.8919502971367,54.931669637552,99.7839005942734,54.8722519310755,40.2920497566252,40.3356794802382,40.2485143165856,22.1330956625074,59.5997836668469,59.6643205197618,59.5353862776877,32.739156268568,0,0,0
"41","Sandy Plains 01",3,0,0,3,0,8,0,0,8,0,0,0,0,0,0,138,6,12,120,0,2,0,1,1,0,541,36,131,373,1,84,5,7,72,0,13,0,3,10,0,3,0,0,3,0,532,35,130,366,1,178,5,18,155,0,193,0,10,183,0,1,0,0,1,0,7,0,0,7,0,3,0,0,3,0,628,16,51,561,0,3,1,0,2,0,4,0,1,3,0,1,0,0,1,0,1,0,0,1,0,1,0,0,1,0,1174,2545,"Cobb",1,1172,1169,46.1296660117878,99.8296422487223,46.0510805500982,99.5741056218058,45.9332023575639,46.160409556314,46.278870829769,46.0817717206133,21.2573673870334,53.5836177474403,53.721129170231,53.4923339011925,24.6758349705305,0,0,0
"42","Sewell Mill 01",1,0,0,1,0,2,0,0,2,0,0,0,0,0,0,154,4,25,124,1,3,0,0,3,0,675,52,146,477,0,111,1,15,95,0,6,0,0,6,0,1,0,0,1,0,658,48,143,467,0,342,4,48,290,0,247,1,30,216,0,3,0,0,3,0,2,0,0,2,0,11,0,0,11,0,886,11,118,756,1,8,2,2,4,0,4,0,0,4,0,2,2,0,0,0,3,0,1,2,0,5,1,0,4,0,1564,3020,"Cobb",1,1562,1561,51.7880794701987,99.8721227621483,51.7218543046358,99.8081841432225,51.6887417218543,43.213828425096,43.2415118513773,43.1585677749361,22.3509933774834,56.7221510883483,56.7584881486227,56.6496163682864,29.3377483443709,0,0,0
"43","Sewell Mill 03",1,0,0,1,0,5,0,0,5,0,2,0,0,2,0,129,1,25,103,0,5,0,1,4,0,692,22,190,478,2,109,2,19,88,0,12,0,4,8,0,3,0,0,3,0,683,22,186,473,2,196,8,22,166,0,254,6,34,214,0,3,0,3,0,0,7,0,1,6,0,4,0,1,3,0,728,17,110,601,0,3,0,2,1,0,3,0,1,2,0,3,0,1,2,0,0,0,0,0,0,4,0,0,4,0,1424,4022,"Cobb",1,1423,1420,35.405271009448,99.9297752808989,35.3804077573347,99.7191011235955,35.3058180009945,48.6296556570625,48.7323943661972,48.5955056179775,17.2053704624565,51.1595221363317,51.2676056338028,51.123595505618,18.100447538538,0,0,0
"44","Shallowford Falls 01",0,0,0,0,0,7,0,0,7,0,0,0,0,0,0,213,9,26,178,0,6,0,0,6,0,675,40,156,479,0,127,0,22,105,0,10,0,0,10,0,0,0,0,0,0,669,40,154,475,0,251,8,36,207,0,320,5,45,270,0,1,0,0,1,0,27,0,1,26,0,3,0,0,3,0,967,22,130,815,0,3,0,2,1,0,0,0,0,0,0,1,0,0,1,0,2,0,0,2,0,2,0,0,2,0,1645,3153,"Cobb",1,1642,1642,52.1725340945132,99.8176291793313,52.0773866159213,99.8176291793313,52.0773866159213,41.1084043848965,41.1084043848965,41.0334346504559,21.4081826831589,58.8915956151035,58.8915956151035,58.7841945288754,30.6692039327624,0,0,0
"45","Simpson 01",0,0,0,0,0,1,0,0,1,0,2,0,0,2,0,92,5,8,79,0,1,0,0,1,0,343,12,71,259,1,83,3,9,71,0,7,0,1,6,0,2,0,0,2,0,336,11,68,256,1,97,1,9,87,0,167,4,10,153,0,0,0,0,0,0,2,0,0,2,0,3,0,0,3,0,453,13,37,403,0,2,0,0,2,0,1,1,0,0,0,0,0,0,0,0,4,0,3,1,0,0,0,0,0,0,800,1747,"Cobb",1,798,796,45.7927876359473,99.75,45.6783056668575,99.5,45.5638236977676,42.9824561403509,43.0904522613065,42.875,19.6336576989124,56.7669172932331,56.9095477386935,56.625,25.9301659988552,0,0,0
"46","Sope Creek 01",0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,130,1,26,103,0,1,0,0,1,0,435,27,136,271,1,87,1,27,59,0,15,0,3,12,0,0,0,0,0,0,427,24,133,269,1,308,14,70,224,0,170,3,21,146,0,6,0,3,3,0,4,0,0,4,0,2,0,1,1,0,726,19,151,556,0,2,0,1,1,0,4,2,1,1,0,1,0,1,0,0,1,1,0,0,0,1,0,0,1,0,1163,1989,"Cobb",1,1161,1161,58.4715937657114,99.8280309544282,58.3710407239819,99.8280309544282,58.3710407239819,37.4677002583979,37.4677002583979,37.4032674118659,21.8702865761689,62.5322997416021,62.5322997416021,62.4247635425623,36.500754147813,0,0,0
"47","Sope Creek 02",3,0,2,1,0,5,0,2,3,0,0,0,0,0,0,141,2,25,114,0,5,0,1,4,0,761,57,230,473,1,124,3,22,99,0,27,1,5,21,0,3,0,2,1,0,750,57,229,463,1,374,15,70,289,0,314,9,54,251,0,3,2,1,0,0,7,0,0,7,0,5,0,2,3,0,1009,32,183,794,0,4,0,0,4,0,1,0,0,1,0,4,0,1,3,0,2,0,0,2,0,4,0,1,3,0,1776,4016,"Cobb",1,1773,1770,44.2231075697211,99.8310810810811,44.148406374502,99.6621621621622,44.0737051792829,42.9216018048505,42.9943502824859,42.8490990990991,18.949203187251,56.9091934574168,57.0056497175141,56.8130630630631,25.1245019920319,0,0,0
"48","Sope Creek 03",1,0,0,1,0,2,0,0,2,0,1,0,0,1,0,167,0,22,145,0,0,0,0,0,0,490,42,110,336,2,83,0,11,72,0,7,0,1,6,0,2,0,0,2,0,483,42,108,331,2,332,8,36,287,1,233,1,33,199,0,3,0,0,3,0,7,0,0,7,0,7,0,2,5,0,844,9,106,728,1,1,0,0,1,0,0,0,0,0,0,2,0,0,2,0,4,0,2,2,0,3,0,1,2,0,1337,2675,"Cobb",1,1336,1334,49.981308411215,99.925205684368,49.9439252336449,99.775617053104,49.8691588785047,36.6766467065868,36.7316341829085,36.6492146596859,18.3177570093458,63.1736526946108,63.2683658170915,63.1264023934181,31.5514018691589,0,0,0
"49","Timber Ridge 01",0,0,0,0,0,5,1,0,4,0,0,0,0,0,0,136,4,27,105,0,1,0,0,1,0,536,42,153,341,0,82,4,15,63,0,11,0,1,10,0,0,0,0,0,0,532,42,153,337,0,305,8,41,254,2,223,2,27,194,0,2,0,0,2,0,13,0,3,10,0,2,0,0,2,0,781,19,114,646,2,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,1,0,0,1,0,1317,2282,"Cobb",1,1317,1317,57.7125328659071,100,57.7125328659071,100,57.7125328659071,40.6985573272589,40.6985573272589,40.6985573272589,23.4881682734443,59.3014426727411,59.3014426727411,59.3014426727411,34.2243645924627,0,0,0
"50","Willeo 01",0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,172,3,11,157,1,1,0,0,1,0,540,48,112,378,2,91,4,12,75,0,15,0,0,15,0,0,0,0,0,0,537,48,112,375,2,163,7,22,134,0,351,0,32,318,1,3,0,1,2,0,33,2,3,28,0,4,0,1,3,0,840,16,82,740,2,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,1,0,0,1,0,4,0,0,4,0,1382,2638,"Cobb",1,1380,1380,52.3881728582259,99.8552821997106,52.3123578468537,99.8552821997106,52.3123578468537,39.1304347826087,39.1304347826087,39.0738060781476,20.470053070508,60.8695652173913,60.8695652173913,60.781476121563,31.8423047763457,0,0,0
"51","ASHFORD DUNWOODY RD",1,0,0,1,0,2,0,0,2,0,1,0,0,1,0,71,1,3,67,0,4,0,1,3,0,752,53,152,545,2,114,5,9,99,1,15,0,0,15,0,2,0,0,2,0,744,53,152,537,2,109,0,4,105,0,287,4,17,266,0,5,0,0,5,0,1,0,0,1,0,1,0,0,1,0,620,10,35,574,1,0,0,0,0,0,2,0,0,2,0,2,0,0,2,0,4,0,0,4,0,11,0,1,10,0,1374,2590,"DeKalb",1,1374,1372,53.0501930501931,100,53.0501930501931,99.8544395924309,52.972972972973,54.7307132459971,54.8104956268222,54.7307132459971,29.034749034749,45.1237263464338,45.1895043731778,45.1237263464338,23.9382239382239,0,0,0
"52","ASHFORD PARK ELEM",2,0,0,2,0,3,0,0,3,0,0,0,0,0,0,63,0,5,58,0,3,0,0,3,0,554,35,78,441,0,85,1,6,77,1,3,0,0,3,0,2,0,0,2,0,551,35,78,438,0,49,0,1,48,0,192,4,7,180,1,3,0,0,3,0,2,0,0,2,0,1,0,0,1,0,408,5,19,382,2,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,1,0,0,1,0,4,0,0,4,0,966,2176,"DeKalb",1,964,962,44.3933823529412,99.7929606625259,44.3014705882353,99.5859213250518,44.2095588235294,57.4688796680498,57.5883575883576,57.3498964803313,25.4595588235294,42.3236514522822,42.4116424116424,42.2360248447205,18.75,0,0,0
"53","ASHFORD PARKSIDE",4,0,1,3,0,0,0,0,0,0,1,0,1,0,0,58,0,7,51,0,3,0,1,2,0,761,45,157,559,0,113,0,22,91,0,15,0,0,15,0,5,0,2,3,0,745,45,156,544,0,77,0,6,71,0,259,6,25,228,0,2,0,0,2,0,8,0,1,7,0,3,0,0,3,0,540,6,62,472,0,6,0,1,5,0,1,0,0,1,0,1,0,0,1,0,8,0,0,8,0,2,0,0,2,0,1310,3156,"DeKalb",1,1306,1301,41.5082382762991,99.6946564885496,41.3814955640051,99.3129770992366,41.2230671736375,58.2695252679939,58.4934665641814,58.0916030534351,24.1128010139417,41.3476263399694,41.5065334358186,41.2213740458015,17.1102661596958,0,0,0
"54","AUSTIN",1,0,1,0,0,2,0,0,2,0,0,0,0,0,0,145,0,15,130,0,14,0,1,13,0,581,46,261,272,2,206,9,70,127,0,18,0,3,15,0,1,0,1,0,0,569,45,258,264,2,108,1,17,90,0,318,7,78,232,1,8,1,2,5,0,17,0,3,14,0,1,0,0,1,0,840,18,189,632,1,1,0,1,0,0,2,0,0,2,0,3,0,0,3,0,6,1,2,3,0,3,0,0,3,0,1423,2328,"DeKalb",1,1422,1421,61.1254295532646,99.9297259311314,61.0824742268041,99.8594518622628,61.0395189003436,40.8579465541491,40.8866995073892,40.8292340126493,24.9570446735395,59.0717299578059,59.1133004926108,59.0302178496135,36.0824742268041,0,0,0
"55","BRIARLAKE ELEM",0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,53,0,10,43,0,2,0,0,2,0,574,43,117,413,1,62,5,3,54,0,6,0,0,6,0,1,0,0,1,0,570,43,117,409,1,102,0,8,94,0,134,3,12,119,0,2,0,1,1,0,1,0,0,1,0,0,0,0,0,0,363,8,34,321,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,2,0,0,2,0,1,0,0,1,0,939,1589,"DeKalb",1,938,937,59.0937696664569,99.8935037273695,59.0308370044053,99.7870074547391,58.9679043423537,61.1940298507463,61.2593383137673,61.1288604898829,36.1233480176211,38.6993603411514,38.7406616862327,38.6581469648562,22.8445563247325,0,0,0
"56","BRIARWOOD",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,0,1,32,0,1,0,0,1,0,565,41,75,448,1,48,0,1,47,0,7,0,0,7,0,0,0,0,0,0,561,41,75,444,1,40,1,1,38,0,93,0,3,90,0,0,0,0,0,0,3,0,0,3,0,5,0,0,5,0,231,1,6,224,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,3,0,0,3,0,1,0,0,1,0,797,2050,"DeKalb",1,796,796,38.8780487804878,99.8745294855709,38.8292682926829,99.8745294855709,38.8292682926829,70.9798994974874,70.9798994974874,70.8908406524467,27.5609756097561,29.0201005025126,29.0201005025126,28.9836888331242,11.2682926829268,0,0,0
"57","BROOKHAVEN",0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,71,1,3,67,0,1,0,0,1,0,746,32,108,605,1,111,0,3,108,0,14,0,0,14,0,0,0,0,0,0,733,31,108,593,1,66,1,1,63,1,207,1,12,194,0,3,0,0,3,0,6,0,0,6,0,1,0,0,1,0,485,3,19,462,1,2,0,0,2,0,2,1,0,1,0,2,0,0,2,0,7,0,0,7,0,3,0,0,3,0,1232,3065,"DeKalb",1,1231,1231,40.1957585644372,99.9188311688312,40.163132137031,99.9188311688312,40.163132137031,60.6011372867587,60.6011372867587,60.5519480519481,24.3393148450245,39.3988627132413,39.3988627132413,39.3668831168831,15.8238172920065,0,0,0
"58","CHAMBLEE",1,0,0,1,0,2,0,0,2,0,0,0,0,0,0,33,1,0,32,0,1,0,0,1,0,384,13,63,308,0,33,1,5,27,0,6,0,1,5,0,1,0,0,1,0,379,12,63,304,0,20,0,0,20,0,60,0,3,57,0,3,0,0,3,0,2,0,0,2,0,3,0,0,3,0,166,2,9,155,0,2,0,0,2,0,2,1,0,1,0,0,0,0,0,0,1,0,0,1,0,3,0,0,3,0,554,1495,"DeKalb",1,551,550,37.056856187291,99.4584837545126,36.8561872909699,99.2779783393502,36.7892976588629,69.6914700544465,69.8181818181818,69.3140794223827,25.685618729097,30.1270417422868,30.1818181818182,29.9638989169675,11.1036789297659,0,0,0
"59","CHAMBLEE 2",1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,54,1,5,48,0,5,1,1,3,0,678,37,230,409,2,107,0,18,89,0,7,0,0,7,0,1,0,0,1,0,669,37,229,401,2,32,0,2,30,0,150,1,15,132,2,2,0,0,2,0,2,0,0,2,0,0,0,0,0,0,369,3,41,323,2,0,0,0,0,0,1,0,0,1,0,2,0,0,2,0,6,0,1,5,0,9,0,0,9,0,1049,2330,"DeKalb",1,1048,1047,45.0214592274678,99.904671115348,44.9785407725322,99.8093422306959,44.9356223175966,64.6946564885496,64.756446991404,64.6329837940896,29.0987124463519,35.2099236641221,35.243553008596,35.1763584366063,15.8369098712446,0,0,0
"60","CHESNUT ELEM",4,0,0,4,0,4,0,0,4,0,1,0,0,1,0,47,0,7,40,0,2,0,0,2,0,529,34,183,309,3,65,2,17,46,0,11,0,1,10,0,5,0,0,5,0,519,32,179,305,3,29,1,2,26,0,96,0,24,72,0,0,0,0,0,0,2,0,0,2,0,1,0,0,1,0,259,3,51,205,0,3,1,1,1,0,0,0,0,0,0,1,0,1,0,0,6,1,2,3,0,2,0,0,2,0,794,2025,"DeKalb",1,793,788,39.2098765432099,99.8740554156171,39.1604938271605,99.2443324937028,38.9135802469136,66.7087011349306,67.1319796954315,66.624685138539,26.1234567901235,32.6607818411097,32.8680203045685,32.6196473551637,12.7901234567901,0,0,0
"61","CROSS KEYS HIGH",1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,28,0,2,26,0,1,0,0,1,0,421,40,63,318,0,48,2,3,43,0,11,0,2,9,0,1,0,0,1,0,418,39,63,316,0,22,1,2,19,0,92,1,5,86,0,1,0,0,1,0,2,0,0,2,0,0,0,0,0,0,205,4,14,187,0,1,0,0,1,0,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,627,1880,"DeKalb",1,627,626,33.3510638297872,100,33.3510638297872,99.8405103668262,33.2978723404255,67.1451355661882,67.2523961661342,67.1451355661882,22.3936170212766,32.695374800638,32.7476038338658,32.695374800638,10.9042553191489,0,0,0
"62","DORAVILLE NORTH",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,4,1,24,0,2,0,0,2,0,557,25,126,403,3,54,4,4,46,0,6,0,0,6,0,0,0,0,0,0,544,25,125,391,3,29,1,3,25,0,72,1,5,66,0,2,0,0,2,0,0,0,0,0,0,16,0,1,15,0,212,10,14,188,0,7,0,0,7,0,3,0,0,3,0,0,0,0,0,0,3,0,1,2,0,2,0,0,2,0,769,2404,"DeKalb",1,769,769,31.9883527454243,100,31.9883527454243,100,31.9883527454243,72.4317295188557,72.4317295188557,72.4317295188557,23.1697171381032,27.5682704811443,27.5682704811443,27.5682704811443,8.81863560732113,0,0,0
"63","DORAVILLE SOUTH",1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,22,0,0,22,0,0,0,0,0,0,326,30,60,235,1,25,0,2,23,0,8,0,0,8,0,1,0,0,1,0,320,29,60,230,1,15,0,1,14,0,41,3,1,35,2,1,0,0,1,0,3,2,0,1,0,12,0,0,12,0,128,5,4,117,2,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,4,1,0,3,0,1,0,0,1,0,457,1052,"DeKalb",1,455,454,43.4410646387833,99.562363238512,43.2509505703422,99.3435448577681,43.1558935361217,71.6483516483516,71.8061674008811,71.3347921225383,30.9885931558935,28.1318681318681,28.1938325991189,28.0087527352298,12.1673003802281,0,0,0
"64","DRESDEN ELEM",2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,62,0,8,54,0,1,0,0,1,0,1096,82,222,790,2,63,1,13,48,1,9,0,1,8,0,2,0,1,1,0,1077,81,220,774,2,43,0,3,40,0,173,6,13,152,2,5,0,0,5,0,1,0,0,0,1,10,0,3,7,0,370,7,41,318,4,7,0,0,7,0,3,1,0,2,0,3,0,0,3,0,6,0,2,4,0,3,0,0,3,0,1468,4114,"DeKalb",1,1468,1466,35.6830335439961,100,35.6830335439961,99.8637602179837,35.6344190568789,74.6594005449591,74.7612551159618,74.6594005449591,26.6407389402042,25.2043596730245,25.2387448840382,25.2043596730245,8.99368011667477,0,0,0
"65","DUNWOODY",0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,66,1,14,51,0,4,0,2,2,0,612,46,262,302,2,71,0,33,38,0,7,0,1,6,0,1,0,0,1,0,599,45,256,296,2,37,1,11,25,0,214,4,76,134,0,2,0,0,2,0,4,0,1,3,0,0,0,0,0,0,405,6,138,261,0,1,0,0,1,0,3,0,0,3,0,0,0,0,0,0,9,1,6,2,0,0,0,0,0,0,1019,2649,"DeKalb",1,1018,1017,38.4673461683654,99.9018645731109,38.4295960739902,99.8037291462218,38.3918459796149,60.1178781925344,60.1769911504425,60.0588812561335,23.1030577576444,39.7838899803536,39.8230088495575,39.7448478900883,15.2887882219706,0,0,0
"66","DUNWOODY HIGH",1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,87,1,23,63,0,3,0,2,1,0,476,48,239,189,0,219,6,85,128,0,9,0,4,5,0,1,0,0,1,0,468,48,235,185,0,55,6,9,40,0,199,7,67,125,0,3,0,0,3,0,9,0,2,7,0,0,0,0,0,0,587,20,193,374,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,7,0,4,3,0,2,0,1,1,0,1064,1842,"DeKalb",1,1064,1063,57.7633007600434,100,57.7633007600434,99.906015037594,57.7090119435396,44.7368421052632,44.7789275634995,44.7368421052632,25.8414766558089,55.1691729323308,55.2210724365005,55.1691729323308,31.8675352877307,0,0,0
"67","DUNWOODY LIBRARY",0,0,0,0,0,4,0,1,3,0,0,0,0,0,0,108,3,33,72,0,6,0,2,4,0,534,62,243,229,0,223,0,74,149,0,15,0,3,12,0,0,0,0,0,0,524,62,240,222,0,80,3,17,60,0,345,7,90,248,0,6,0,1,5,0,16,0,4,12,0,1,0,0,1,0,804,13,225,566,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,8,0,2,6,0,0,0,0,0,0,1338,2289,"DeKalb",1,1338,1338,58.4534731323722,100,58.4534731323722,100,58.4534731323722,39.9103139013453,39.9103139013453,39.9103139013453,23.3289646133683,60.0896860986547,60.0896860986547,60.0896860986547,35.1245085190039,0,0,0
"68","EMBRY HILLS",1,0,0,1,0,2,0,0,2,0,1,1,0,0,0,65,3,4,58,0,1,0,0,1,0,545,46,97,402,0,63,4,1,58,0,3,0,1,2,0,2,1,0,1,0,539,46,96,397,0,42,0,0,42,0,166,1,12,153,0,0,0,0,0,0,2,0,0,2,0,4,0,0,4,0,350,8,18,324,0,1,0,0,1,0,1,0,0,1,0,2,0,1,1,0,2,0,0,2,0,2,0,0,2,0,900,1774,"DeKalb",1,897,895,50.7328072153326,99.6666666666667,50.5636978579481,99.4444444444444,50.4509582863585,60.7580824972129,60.8938547486034,60.5555555555556,30.7215332581736,39.0189520624303,39.1061452513966,38.8888888888889,19.7294250281849,0,0,0
"69","EVANSDALE ELEM",1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,77,1,1,75,0,4,1,0,3,0,728,56,134,536,2,66,1,10,55,0,9,0,2,6,1,1,0,0,1,0,713,56,131,524,2,55,0,0,55,0,153,4,18,131,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,369,7,32,329,1,9,0,1,8,0,1,0,0,1,0,2,0,1,1,0,3,0,1,2,0,1,0,0,1,0,1098,2482,"DeKalb",1,1098,1097,44.2385173247381,100,44.2385173247381,99.9089253187614,44.1982272360999,66.3023679417122,66.362807657247,66.3023679417122,29.331184528606,33.6065573770492,33.637192342753,33.6065573770492,14.867042707494,0,0,0
"70","GEORGETOWN SQUARE",2,0,0,2,0,1,0,0,1,0,1,0,0,1,0,79,0,11,68,0,2,0,0,2,0,639,36,259,343,1,126,2,33,91,0,14,0,3,11,0,3,0,0,3,0,631,36,257,337,1,61,0,20,41,0,186,1,50,135,0,1,0,0,1,0,5,0,0,5,0,2,1,0,1,0,477,4,117,356,0,0,0,0,0,0,2,0,1,1,0,2,0,0,2,0,4,0,1,3,0,0,0,0,0,0,1119,3356,"DeKalb",1,1119,1116,33.3432657926103,100,33.3432657926103,99.7319034852547,33.253873659118,57.1045576407507,57.258064516129,57.1045576407507,19.0405244338498,42.627345844504,42.741935483871,42.627345844504,14.2133492252682,0,0,0
